document_id,title,text,source,crop,country,origin,source_url,license
551,Preventing Zinc deficiency in Maize (Humid forest),"Zinc deficiency in maize (Zea mays). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Maintain organic matter, avoid over-application of phosphorus, and use zinc-enriched fertiliser blends on known-deficient fields. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",National Extension Service,Maize,Kenya,synthetic,,synthetic (CC0)
552,What causes Zinc deficiency in Rice,"Zinc deficiency in rice (Oryza sativa). Why it happens: High-pH and calcareous soils, very high phosphorus levels that antagonise zinc, sandy low-organic-matter soils, and land levelling that exposes subsoil.",FAO,Rice,Mali,synthetic,,synthetic (CC0)
553,Telling Zinc deficiency in Rice apart from look-alikes,"Zinc deficiency in rice (Oryza sativa). How to tell it apart from similar deficiencies: Because Zinc is not mobile in the plant, the symptoms strike the YOUNGEST, upper leaves first. This separates it from mobile-nutrient shortages such as nitrogen, potassium or magnesium, which begin on the OLDER lower leaves. Confirm with a soil or leaf test before treating.",FAO,Rice,Tanzania,synthetic,,synthetic (CC0)
554,Identifying Zinc deficiency in Rice,"Zinc deficiency in rice (Oryza sativa). How to recognise it in the field: Interveinal chlorosis (yellow stripes between green veins) on the YOUNG upper leaves, shortened internodes giving a rosette or 'little-leaf' look, and in maize a broad white-to-yellow band on either side of the midrib.",IITA,Rice,Senegal,synthetic,,synthetic (CC0)
555,Correcting Zinc deficiency in Rice (Guinea savanna),"Zinc deficiency in rice (Oryza sativa). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply zinc sulphate to the soil or as a 0.5% foliar spray on young plants; seed treatment with zinc also helps short-season cereals. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Rice,Madagascar,synthetic,,synthetic (CC0)
556,Preventing Zinc deficiency in Rice (Guinea savanna),"Zinc deficiency in rice (Oryza sativa). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Maintain organic matter, avoid over-application of phosphorus, and use zinc-enriched fertiliser blends on known-deficient fields. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",AGRA,Rice,Tanzania,synthetic,,synthetic (CC0)
557,Correcting Zinc deficiency in Rice (Humid forest),"Zinc deficiency in rice (Oryza sativa). Correcting it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Apply zinc sulphate to the soil or as a 0.5% foliar spray on young plants; seed treatment with zinc also helps short-season cereals. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",National Extension Service,Rice,Madagascar,synthetic,,synthetic (CC0)
558,Preventing Zinc deficiency in Rice (Humid forest),"Zinc deficiency in rice (Oryza sativa). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Maintain organic matter, avoid over-application of phosphorus, and use zinc-enriched fertiliser blends on known-deficient fields. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",ICRISAT,Rice,Senegal,synthetic,,synthetic (CC0)
559,Correcting Zinc deficiency in Rice (Irrigated lowland),"Zinc deficiency in rice (Oryza sativa). Correcting it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Apply zinc sulphate to the soil or as a 0.5% foliar spray on young plants; seed treatment with zinc also helps short-season cereals. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",FAO,Rice,Madagascar,synthetic,,synthetic (CC0)
560,Preventing Zinc deficiency in Rice (Irrigated lowland),"Zinc deficiency in rice (Oryza sativa). Preventing it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Maintain organic matter, avoid over-application of phosphorus, and use zinc-enriched fertiliser blends on known-deficient fields. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",Plantwise,Rice,Nigeria,synthetic,,synthetic (CC0)
561,What causes Zinc deficiency in Tomato,"Zinc deficiency in tomato (Solanum lycopersicum). Why it happens: High-pH and calcareous soils, very high phosphorus levels that antagonise zinc, sandy low-organic-matter soils, and land levelling that exposes subsoil.",National Extension Service,Tomato,Egypt,synthetic,,synthetic (CC0)
562,Telling Zinc deficiency in Tomato apart from look-alikes,"Zinc deficiency in tomato (Solanum lycopersicum). How to tell it apart from similar deficiencies: Because Zinc is not mobile in the plant, the symptoms strike the YOUNGEST, upper leaves first. This separates it from mobile-nutrient shortages such as nitrogen, potassium or magnesium, which begin on the OLDER lower leaves. Confirm with a soil or leaf test before treating.",CGIAR,Tomato,Kenya,synthetic,,synthetic (CC0)
563,Identifying Zinc deficiency in Tomato,"Zinc deficiency in tomato (Solanum lycopersicum). How to recognise it in the field: Interveinal chlorosis (yellow stripes between green veins) on the YOUNG upper leaves, shortened internodes giving a rosette or 'little-leaf' look, and in maize a broad white-to-yellow band on either side of the midrib.",ICRISAT,Tomato,Kenya,synthetic,,synthetic (CC0)
564,Correcting Zinc deficiency in Tomato (Guinea savanna),"Zinc deficiency in tomato (Solanum lycopersicum). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply zinc sulphate to the soil or as a 0.5% foliar spray on young plants; seed treatment with zinc also helps short-season cereals. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",FAO,Tomato,Nigeria,synthetic,,synthetic (CC0)
565,Preventing Zinc deficiency in Tomato (Guinea savanna),"Zinc deficiency in tomato (Solanum lycopersicum). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Maintain organic matter, avoid over-application of phosphorus, and use zinc-enriched fertiliser blends on known-deficient fields. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Tomato,Nigeria,synthetic,,synthetic (CC0)
566,Correcting Zinc deficiency in Tomato (Highlands),"Zinc deficiency in tomato (Solanum lycopersicum). Correcting it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Apply zinc sulphate to the soil or as a 0.5% foliar spray on young plants; seed treatment with zinc also helps short-season cereals. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",AGRA,Tomato,Nigeria,synthetic,,synthetic (CC0)
567,Preventing Zinc deficiency in Tomato (Highlands),"Zinc deficiency in tomato (Solanum lycopersicum). Preventing it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Maintain organic matter, avoid over-application of phosphorus, and use zinc-enriched fertiliser blends on known-deficient fields. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",AGRA,Tomato,Kenya,synthetic,,synthetic (CC0)
568,Correcting Zinc deficiency in Tomato (Irrigated lowland),"Zinc deficiency in tomato (Solanum lycopersicum). Correcting it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Apply zinc sulphate to the soil or as a 0.5% foliar spray on young plants; seed treatment with zinc also helps short-season cereals. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",CGIAR,Tomato,Nigeria,synthetic,,synthetic (CC0)
569,Preventing Zinc deficiency in Tomato (Irrigated lowland),"Zinc deficiency in tomato (Solanum lycopersicum). Preventing it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Maintain organic matter, avoid over-application of phosphorus, and use zinc-enriched fertiliser blends on known-deficient fields. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",FAO,Tomato,Nigeria,synthetic,,synthetic (CC0)
570,Micronutrient Deficiencies in Sub-Saharan Africa Soils,"A synthesis of agronomic datasets and scientific literature reveals widespread micronutrient deficiencies in arable soils of sub-Saharan Africa (SSA). Zinc (Zn) is the most prevalent deficiency, followed by boron (B), iron (Fe), molybdenum (Mo), and copper (Cu). The co-occurrence of multiple micronutrient deficiencies is common, impacting the nutritional quality of key food crops such as maize, beans, wheat, and rice. Micronutrient fertilization and agronomic biofortification can enhance micronutrient concentrations in edible plant parts, proving profitable in 60–80% of cases. However, variations in plant nutritional quality and profitability are significant, influenced by factors such as crop species, fertilizer types, application methods, climate, initial soil conditions, and soil chemistry. To improve micronutrient use efficiency, it is essential to adapt fertilizer rates and types to specific soil and management conditions. This approach can help address the micronutrient deficiencies affecting crop yields and nutritional quality in SSA.",CGIAR,Maize,Kenya,llm_grounded,https://hdl.handle.net/10568/106799,CC-BY-4.0
571,Damage caused by Bean Aphid on Common bean,"Bean Aphid (Aphis fabae), a pest of common bean. The damage it does: Sap-sucking curls and stunts shoots, reduces pod set, and transmits viruses; sooty mould fouls leaves.",Plantwise,Common bean,Ethiopia,synthetic,,synthetic (CC0)
572,Identifying Bean Aphid on Common bean,"Bean Aphid (Aphis fabae), a pest of common bean. How to identify it: Dense colonies of small black soft-bodied insects on shoots, flower stalks and pod tips, with sticky honeydew and sooty mould.",National Extension Service,Common bean,Ethiopia,synthetic,,synthetic (CC0)
573,Controlling Bean Aphid on Common bean (Guinea savanna),"Bean Aphid (Aphis fabae), a pest of common bean. Controlling it in the Guinea savanna, with one long rainy season and moderately fertile soils: Conserve ladybirds and parasitoids, spray soap or neem on hotspots, and use a selective aphicide only at high pressure. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",National Extension Service,Common bean,Uganda,synthetic,,synthetic (CC0)
574,Preventing Bean Aphid on Common bean (Guinea savanna),"Bean Aphid (Aphis fabae), a pest of common bean. Preventing attack in the Guinea savanna, with one long rainy season and moderately fertile soils: Encourage natural enemies with flower strips, avoid excess nitrogen, and scout shoots early. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Common bean,Rwanda,synthetic,,synthetic (CC0)
575,Controlling Bean Aphid on Common bean (Highlands),"Bean Aphid (Aphis fabae), a pest of common bean. Controlling it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Conserve ladybirds and parasitoids, spray soap or neem on hotspots, and use a selective aphicide only at high pressure. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",FAO,Common bean,Ethiopia,synthetic,,synthetic (CC0)
576,Preventing Bean Aphid on Common bean (Highlands),"Bean Aphid (Aphis fabae), a pest of common bean. Preventing attack in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Encourage natural enemies with flower strips, avoid excess nitrogen, and scout shoots early. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",ICRISAT,Common bean,Ethiopia,synthetic,,synthetic (CC0)
577,Damage caused by Cassava Green Mite on Cassava,"Cassava Green Mite (Mononychellus tanajoa), a pest of cassava. The damage it does: Feeding bleaches chlorophyll, kills shoot tips and can cut root yield substantially during prolonged drought.",FAO,Cassava,DR Congo,synthetic,,synthetic (CC0)
578,Identifying Cassava Green Mite on Cassava,"Cassava Green Mite (Mononychellus tanajoa), a pest of cassava. How to identify it: Tiny green mites on the underside of young leaves; leaves show fine yellow speckling, become mottled and reduced, and tips look scorched in the dry season.",AGRA,Cassava,DR Congo,synthetic,,synthetic (CC0)
579,Controlling Cassava Green Mite on Cassava (Guinea savanna),"Cassava Green Mite (Mononychellus tanajoa), a pest of cassava. Controlling it in the Guinea savanna, with one long rainy season and moderately fertile soils: Release predatory mites (Typhlodromalus aripo), use tolerant varieties, and keep plants vigorous with good agronomy. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",FAO,Cassava,Nigeria,synthetic,,synthetic (CC0)
580,Preventing Cassava Green Mite on Cassava (Guinea savanna),"Cassava Green Mite (Mononychellus tanajoa), a pest of cassava. Preventing attack in the Guinea savanna, with one long rainy season and moderately fertile soils: Grow tolerant varieties, use clean cuttings, and conserve predatory mites. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",CGIAR,Cassava,Nigeria,synthetic,,synthetic (CC0)
581,Controlling Cassava Green Mite on Cassava (Humid forest),"Cassava Green Mite (Mononychellus tanajoa), a pest of cassava. Controlling it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Release predatory mites (Typhlodromalus aripo), use tolerant varieties, and keep plants vigorous with good agronomy. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",AGRA,Cassava,DR Congo,synthetic,,synthetic (CC0)
582,Preventing Cassava Green Mite on Cassava (Humid forest),"Cassava Green Mite (Mononychellus tanajoa), a pest of cassava. Preventing attack in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Grow tolerant varieties, use clean cuttings, and conserve predatory mites. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",Plantwise,Cassava,Tanzania,synthetic,,synthetic (CC0)
583,Controlling Cassava Green Mite on Cassava (Sahel),"Cassava Green Mite (Mononychellus tanajoa), a pest of cassava. Controlling it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Release predatory mites (Typhlodromalus aripo), use tolerant varieties, and keep plants vigorous with good agronomy. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",Plantwise,Cassava,Uganda,synthetic,,synthetic (CC0)
584,Preventing Cassava Green Mite on Cassava (Sahel),"Cassava Green Mite (Mononychellus tanajoa), a pest of cassava. Preventing attack in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Grow tolerant varieties, use clean cuttings, and conserve predatory mites. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",AGRA,Cassava,Nigeria,synthetic,,synthetic (CC0)
585,Damage caused by Cassava Mealybug on Cassava,"Cassava Mealybug (Phenacoccus manihoti), a pest of cassava. The damage it does: Sap-sucking distorts and stunts shoot tips, shortens internodes and cuts root yield in dry spells.",National Extension Service,Cassava,Uganda,synthetic,,synthetic (CC0)
586,Identifying Cassava Mealybug on Cassava,"Cassava Mealybug (Phenacoccus manihoti), a pest of cassava. How to identify it: White, waxy, cottony clusters of insects on shoot tips and leaf undersides; tips bunch into a stunted 'bunchy-top'.",ICRISAT,Cassava,Ghana,synthetic,,synthetic (CC0)
587,Controlling Cassava Mealybug on Cassava (Guinea savanna),"Cassava Mealybug (Phenacoccus manihoti), a pest of cassava. Controlling it in the Guinea savanna, with one long rainy season and moderately fertile soils: Conserve and release the parasitoid Anagyrus lopezi (a landmark biocontrol success), use clean cuttings, and avoid disruptive insecticides. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",National Extension Service,Cassava,Uganda,synthetic,,synthetic (CC0)
588,Preventing Cassava Mealybug on Cassava (Guinea savanna),"Cassava Mealybug (Phenacoccus manihoti), a pest of cassava. Preventing attack in the Guinea savanna, with one long rainy season and moderately fertile soils: Plant clean cuttings, support natural enemies, and plant with the rains to outgrow early attack. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",National Extension Service,Cassava,Ghana,synthetic,,synthetic (CC0)
589,Controlling Cassava Mealybug on Cassava (Humid forest),"Cassava Mealybug (Phenacoccus manihoti), a pest of cassava. Controlling it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Conserve and release the parasitoid Anagyrus lopezi (a landmark biocontrol success), use clean cuttings, and avoid disruptive insecticides. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",ICRISAT,Cassava,Nigeria,synthetic,,synthetic (CC0)
590,Preventing Cassava Mealybug on Cassava (Humid forest),"Cassava Mealybug (Phenacoccus manihoti), a pest of cassava. Preventing attack in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Plant clean cuttings, support natural enemies, and plant with the rains to outgrow early attack. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",ICRISAT,Cassava,DR Congo,synthetic,,synthetic (CC0)
591,Controlling Cassava Mealybug on Cassava (Sahel),"Cassava Mealybug (Phenacoccus manihoti), a pest of cassava. Controlling it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Conserve and release the parasitoid Anagyrus lopezi (a landmark biocontrol success), use clean cuttings, and avoid disruptive insecticides. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",Plantwise,Cassava,Ghana,synthetic,,synthetic (CC0)
592,Preventing Cassava Mealybug on Cassava (Sahel),"Cassava Mealybug (Phenacoccus manihoti), a pest of cassava. Preventing attack in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Plant clean cuttings, support natural enemies, and plant with the rains to outgrow early attack. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",National Extension Service,Cassava,DR Congo,synthetic,,synthetic (CC0)
593,Damage caused by Fall Armyworm on Maize,"Fall Armyworm (Spodoptera frugiperda), a pest of maize. The damage it does: Ragged 'windowing' and elongated holes in whorl leaves, and direct feeding into the cob; heavy infestations destroy the growing point.",CGIAR,Maize,Tanzania,synthetic,,synthetic (CC0)
594,Identifying Fall Armyworm on Maize,"Fall Armyworm (Spodoptera frugiperda), a pest of maize. How to identify it: Caterpillars with a pale inverted Y on the head and four dark spots in a square on the second-to-last segment; found deep in the whorl with moist sawdust-like frass.",Plantwise,Maize,Nigeria,synthetic,,synthetic (CC0)
595,Understanding Fall Armyworm Impact on Maize and Rice,"Fall Armyworm (FAW), Spodoptera frugiperda, is a significant pest affecting over 350 plant species, including maize and rice. Research indicates that the developmental period from egg to adult is longer when FAW feeds on rice compared to maize, extending larval development by 15.15%. FAW larvae reared on maize exhibit higher weights than those on rice, although pupal weights are similar across both crops. Notably, female FAW adults emerge before males, with females from maize appearing 3.36 days earlier. Additionally, females from rice have longer pre-oviposition periods and shorter oviposition periods than those from maize. The age-specific fecundity rate peaks at 40 days for rice and 33 days for maize. Feeding on maize enhances reproduction rates, with the intrinsic rate of natural increase (rm) rising from 0.121 on rice to 0.173 on maize. Consequently, FAW feeding on rice leads to longer generation lengths and doubling times, highlighting the importance of effective pest management strategies in maize cultivation.",CGIAR,Maize,Nigeria,llm_grounded,https://hdl.handle.net/10568/131798,CC-BY-4.0
596,Controlling Fall Armyworm on Maize (Guinea savanna),"Fall Armyworm (Spodoptera frugiperda), a pest of maize. Controlling it in the Guinea savanna, with one long rainy season and moderately fertile soils: Scout weekly, hand-pick or apply a few grains of sand/ash or biopesticide (Bt, neem) into the whorl, and use selective insecticides only at threshold to protect natural enemies. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Maize,Tanzania,synthetic,,synthetic (CC0)
597,Preventing Fall Armyworm on Maize (Guinea savanna),"Fall Armyworm (Spodoptera frugiperda), a pest of maize. Preventing attack in the Guinea savanna, with one long rainy season and moderately fertile soils: Plant early and uniformly, intercrop with legumes, conserve natural enemies, and avoid broad-spectrum sprays that flare outbreaks. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",Plantwise,Maize,Kenya,synthetic,,synthetic (CC0)
598,Controlling Fall Armyworm on Maize (Highlands),"Fall Armyworm (Spodoptera frugiperda), a pest of maize. Controlling it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Scout weekly, hand-pick or apply a few grains of sand/ash or biopesticide (Bt, neem) into the whorl, and use selective insecticides only at threshold to protect natural enemies. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",IITA,Maize,Zambia,synthetic,,synthetic (CC0)
599,Preventing Fall Armyworm on Maize (Highlands),"Fall Armyworm (Spodoptera frugiperda), a pest of maize. Preventing attack in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Plant early and uniformly, intercrop with legumes, conserve natural enemies, and avoid broad-spectrum sprays that flare outbreaks. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",National Extension Service,Maize,Ghana,synthetic,,synthetic (CC0)
600,Controlling Fall Armyworm on Maize (Humid forest),"Fall Armyworm (Spodoptera frugiperda), a pest of maize. Controlling it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Scout weekly, hand-pick or apply a few grains of sand/ash or biopesticide (Bt, neem) into the whorl, and use selective insecticides only at threshold to protect natural enemies. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",CGIAR,Maize,Ghana,synthetic,,synthetic (CC0)
601,Preventing Fall Armyworm on Maize (Humid forest),"Fall Armyworm (Spodoptera frugiperda), a pest of maize. Preventing attack in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Plant early and uniformly, intercrop with legumes, conserve natural enemies, and avoid broad-spectrum sprays that flare outbreaks. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",National Extension Service,Maize,Tanzania,synthetic,,synthetic (CC0)
602,Damage caused by Legume Pod Borer on Cowpea,"Legume Pod Borer (Maruca vitrata), a pest of cowpea. The damage it does: Larvae destroy flowers and feed on developing seeds inside pods, a major cause of cowpea yield loss.",ICRISAT,Cowpea,Ghana,synthetic,,synthetic (CC0)
603,Identifying Legume Pod Borer on Cowpea,"Legume Pod Borer (Maruca vitrata), a pest of cowpea. How to identify it: Webbed-together flowers and pods with caterpillars feeding inside the protected webbing; bore holes and frass on pods.",ICRISAT,Cowpea,Ghana,synthetic,,synthetic (CC0)
604,Controlling Legume Pod Borer on Cowpea (Guinea savanna),"Legume Pod Borer (Maruca vitrata), a pest of cowpea. Controlling it in the Guinea savanna, with one long rainy season and moderately fertile soils: Scout at flowering, spray a selective insecticide or neem at peak flowering, and use early-maturing or PBR-resistant varieties. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",IITA,Cowpea,Mali,synthetic,,synthetic (CC0)
605,Preventing Legume Pod Borer on Cowpea (Guinea savanna),"Legume Pod Borer (Maruca vitrata), a pest of cowpea. Preventing attack in the Guinea savanna, with one long rainy season and moderately fertile soils: Synchronise planting, use resistant/early varieties, and conserve natural enemies. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",AGRA,Cowpea,Niger,synthetic,,synthetic (CC0)
606,Controlling Legume Pod Borer on Cowpea (Humid forest),"Legume Pod Borer (Maruca vitrata), a pest of cowpea. Controlling it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Scout at flowering, spray a selective insecticide or neem at peak flowering, and use early-maturing or PBR-resistant varieties. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",IITA,Cowpea,Ghana,synthetic,,synthetic (CC0)
607,Preventing Legume Pod Borer on Cowpea (Humid forest),"Legume Pod Borer (Maruca vitrata), a pest of cowpea. Preventing attack in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Synchronise planting, use resistant/early varieties, and conserve natural enemies. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",CGIAR,Cowpea,Ghana,synthetic,,synthetic (CC0)
608,Controlling Legume Pod Borer on Cowpea (Sahel),"Legume Pod Borer (Maruca vitrata), a pest of cowpea. Controlling it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Scout at flowering, spray a selective insecticide or neem at peak flowering, and use early-maturing or PBR-resistant varieties. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",Plantwise,Cowpea,Ghana,synthetic,,synthetic (CC0)
609,Preventing Legume Pod Borer on Cowpea (Sahel),"Legume Pod Borer (Maruca vitrata), a pest of cowpea. Preventing attack in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Synchronise planting, use resistant/early varieties, and conserve natural enemies. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",CGIAR,Cowpea,Niger,synthetic,,synthetic (CC0)
610,Damage caused by Maize Stem Borer on Maize,"Maize Stem Borer (Busseola fusca / Chilo partellus), a pest of maize. The damage it does: Tunnelling weakens stems causing dead-heart and lodging and reduces grain filling; bored cobs are exposed to rot.",FAO,Maize,Zambia,synthetic,,synthetic (CC0)
611,Identifying Maize Stem Borer on Maize,"Maize Stem Borer (Busseola fusca / Chilo partellus), a pest of maize. How to identify it: Pinhole rows and 'shot-hole' windows across young leaves, with caterpillars boring into the stem; cut stems show tunnels and frass.",National Extension Service,Maize,Zambia,synthetic,,synthetic (CC0)
612,Controlling Maize Stem Borer on Maize (Guinea savanna),"Maize Stem Borer (Busseola fusca / Chilo partellus), a pest of maize. Controlling it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply Bt or a granular insecticide into the whorl at early attack, and use push-pull intercropping with Desmodium and napier grass. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Maize,Zambia,synthetic,,synthetic (CC0)
613,Preventing Maize Stem Borer on Maize (Guinea savanna),"Maize Stem Borer (Busseola fusca / Chilo partellus), a pest of maize. Preventing attack in the Guinea savanna, with one long rainy season and moderately fertile soils: Destroy crop residue that harbours larvae, plant early, and use push-pull or resistant varieties. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",FAO,Maize,Kenya,synthetic,,synthetic (CC0)
614,Controlling Maize Stem Borer on Maize (Highlands),"Maize Stem Borer (Busseola fusca / Chilo partellus), a pest of maize. Controlling it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Apply Bt or a granular insecticide into the whorl at early attack, and use push-pull intercropping with Desmodium and napier grass. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",FAO,Maize,Ghana,synthetic,,synthetic (CC0)
615,Preventing Maize Stem Borer on Maize (Highlands),"Maize Stem Borer (Busseola fusca / Chilo partellus), a pest of maize. Preventing attack in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Destroy crop residue that harbours larvae, plant early, and use push-pull or resistant varieties. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",Plantwise,Maize,Zambia,synthetic,,synthetic (CC0)
616,Controlling Maize Stem Borer on Maize (Humid forest),"Maize Stem Borer (Busseola fusca / Chilo partellus), a pest of maize. Controlling it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Apply Bt or a granular insecticide into the whorl at early attack, and use push-pull intercropping with Desmodium and napier grass. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",National Extension Service,Maize,Kenya,synthetic,,synthetic (CC0)
617,Preventing Maize Stem Borer on Maize (Humid forest),"Maize Stem Borer (Busseola fusca / Chilo partellus), a pest of maize. Preventing attack in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Destroy crop residue that harbours larvae, plant early, and use push-pull or resistant varieties. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",IITA,Maize,Nigeria,synthetic,,synthetic (CC0)
